link,gambar,nama_produk,harga,diskon,rating,kota,deskripsi,content,cluster,label,panjang_deskripsi,harga_diskon
https://shopee.co.id/5-pcs-Tepung-Pisang-Goreng-Gluten-Free-Ladang-Lima-i.129201096.10876535937,https://down-id.img.susercontent.com/file/ce74d24a0068831ed260f4ff2c91d701_tn.webp,5 pcs - Tepung Pisang Goreng Gluten Free Ladang Lima,977080,15.0,4.9,SURABAYA,"Tepung Pisang Goreng Bebas Gluten dari Ladang Lima adalah bahan masakan berupa tepung premix untuk membuat pisang goreng yang renyah dan tanpa pemanis buatan. Terbuat dari tepung mocaf/singkong Ladang Lima yang bebas gluten dan manis alami dari gula tebu non-rafinasi, tepung gorengan ini menjadikan sajian pisang goreng lebih praktis, nikmat, dan sehat. Pilihan lebih sehat karena gluten free, tinggi serat, bebas pengawet, tanpa pemanis buatan, zero kolesterol, dan bebas lemak jenuh (trans fat). Bahan-bahannya adalah tepung mocaf/singkong Ladang Lima, tepung beras, tepung tapioka, garam, gula non-rafinasi, dan baking soda. Nikmati makanan gorengan sehat dengan tepung ini.",5 pcs tepung pisang goreng gluten free ladang tepung pisang goreng bebas gluten ladang bahan masakan tepung premix pisang goreng renyah man buat buat tepung mocafsingkong ladang bebas gluten manis alami gula tebu nonrafinasi tepung goreng jadi saji pisang goreng praktis nikmat sehat pilih sehat gluten free serat bebas awet man buat zero kolesterol bebas lemak jenuh trans fat bahanbahannya tepung mocafsingkong ladang tepung beras tepung tapioka garam gula nonrafinasi baking soda nikmat makan goreng sehat tepung,2,Makanan & Minuman Sehari-hari,96,830518.0
https://shopee.co.id/RICU'S-SECRET-Granolyfe-Bundling-2-Pouch-Sereal-Granola-Dark-Chocolate-Salted-Caramel-Dengan-Stevia-(800-gram)-i.221139168.22781950775,https://down-id.img.susercontent.com/file/id-11134207-7rash-m1k3qxvjdjksa5_tn.webp,RICU'S SECRET Granolyfe - Bundling 2 Pouch Sereal Granola Dark Chocolate & Salted Caramel Dengan Stevia (800 gram),14900,35.0,4.9,BOGOR,"Bundling 2 Pouch Granolyfe Rasa Dark Coklat & Salted Caramel adalah paket sarapan sehat dan camilan sehat berupa sereal gandum bersertifikat HALAL dan PIRT yang rendah kalori dan dibuat dengan bahan-bahan pilihan alami berkualitas tinggi. Granolyfe dapat dinikmati kapan saja sebagai pilihan untuk sarapan atau makanan ringan sehat keluarga. Menggunakan stevia sebagai pemanis alami dan berbagai jenis biji-bijian, Granolyfe kaya akan protein & antioksidan, sumber serat baik, serta memiliki glikemik indeks rendah sehingga aman untuk diet atau penderita diabetes. Dibuat tanpa perasa, pewarna, maupun pengawet buatan. Manfaatnya antara lain membantu mengontrol berat badan, memperlancar pencernaan, menambah energi, meningkatkan produksi ASI, menurunkan kolesterol, mencegah penyakit kronis, serta menjaga daya tahan tubuh dan keseimbangan gula darah. Paket ini berisi Granolyfe Dark Chocolate (rasa cokelat premium, tekstur melted) dan Granolyfe Salted Caramel (rasa salted caramel, tekstur crunchy). Nikmati sereal lezat dan bernutrisi ini!",ricus secret granolyfe bundling 2 pouch real granola dark chocolate salted caramel stevia 800 gram bundling 2 pouch granolyfe dark coklat salted caramel paket sarap sehat camil sehat real gandum sertifikat halal pirt rendah kalori bahanbahan pilih alami kualitas granolyfe nikmat pilih sarap makan ringan sehat keluarga stevia man alami jenis bijibijian granolyfe kaya protein antioksidan sumber serat milik glikemik indeks rendah aman diet derita diabetes asa warna awet buat manfaat bantu kontrol berat badan lancar cerna tambah energi tingkat produksi asi turun kolesterol cegah sakit kronis jaga daya tahan tubuh imbang gula darah paket isi granolyfe dark chocolate cokelat premium tekstur melted granolyfe salted caramel salted caramel tekstur crunchy nikmat real lezat nutrisi,7,Bahan Masakan Instan,140,9685.0
https://shopee.co.id/-GMV-(BUNDLING)-Diabetolac-dan-Detogreen-Stevia-Susu-Kambing-Etawa-Stevia-Cair-Gula-Tetes-3-PCS-i.328269406.27719903665,https://down-id.img.susercontent.com/file/id-11134207-7rasf-m5ayxjzbr0nqd9_tn.webp,[ GMV ] (BUNDLING) Diabetolac dan Detogreen Stevia Susu Kambing Etawa Stevia Cair Gula Tetes 3 PCS,25900,10.0,4.8,BEKASI,"DIABETOLAC adalah minuman susu yang diformulasikan khusus oleh dokter untuk penderita Diabetes dan dapat sebagai pengganti makan karena tinggi serat rendah kalori sehingga membuat kenyang lebih lama. Susu khusus dewasa ini mengandung bahan alami yang diproses menggunakan teknologi Spray Dryer, sehingga tidak mengurangi khasiat zat aktif, vitamin, dan kandungan utama dari bahannya. Termasuk dalam kategori susu diabetes dan nutrisi khusus.",gmv bundling diabetolac detogreen stevia susu kambing etawa stevia cair gula tetes 3 pcs diabetolac minum susu formulasi khusus dokter derita diabetes ganti makan serat rendah kalori kenyang susu khusus dewasa kandung bahan alami proses teknologi spray dryer kurang khasiat zat aktif vitamin kandung utama bahan kategori susu diabetes nutrisi khusus,7,Bahan Masakan Instan,60,23310.0
https://shopee.co.id/Boneeto-Susu-Bubuk-Anak-Sekolah-Creamy-Vanilla-685g-Nutrisi-Pertumbuhan-Anak-untuk-Daya-Pikir-dan-Tubuh-Aktif-i.123144186.1889259967,https://down-id.img.susercontent.com/file/id-11134207-7rase-m3wxo65b3kerbb_tn.webp,Boneeto Susu Bubuk Anak Sekolah Creamy Vanilla 685g - Nutrisi Pertumbuhan Anak untuk Daya Pikir dan Tubuh Aktif,822990,7.0,4.9,SURABAYA,"Anchor Boneeto Creamy Vanilla 685gr adalah susu bubuk untuk pertumbuhan anak. Isi paket: 1x 685gr. Bantu Sobat Hebat untuk tetap aktif & #temukanhebatnya dengan susu anak Anchor Boneeto yang dibuat dari susu New Zealand berkualitas tinggi. Mengandung nutrisi A-Force yang terdiri dari kombinasi 12 Vitamin & 9 Mineral, Hi-Calcium untuk pembentukan tulang dan gigi, sumber Protein untuk pertumbuhan dan perkembangan anak, Vitamin D3 untuk membantu penyerapan Kalsium, Vitamin B1 & B2 untuk membantu perubahan karbohidrat menjadi energi, serta Magnesium untuk membantu menjaga kepadatan tulang. Dengan rasa Creamy Vanilla yang enak banget! Manisnya pas dan super creamy, tapi tidak bikin eneg! Termasuk dalam kategori susu pertumbuhan dan minuman anak.",boneeto susu bubuk anak sekolah creamy vanilla 685g nutrisi tumbuh anak daya pikir tubuh aktif anchor boneeto creamy vanilla 685gr susu bubuk tumbuh anak isi paket 1x 685gr bantu sobat hebat aktif temukanhebatnya susu anak anchor boneeto susu new zealand kualitas kandung nutrisi aforce kombinasi 12 vitamin 9 mineral hicalcium bentuk tulang gigi sumber protein tumbuh kembang anak vitamin d3 bantu serap kalsium vitamin b1 b2 bantu ubah karbohidrat energi magnesium bantu jaga padat tulang creamy vanilla enak banget manis pas super creamy bikin eneg kategori susu tumbuh minum anak,2,Makanan & Minuman Sehari-hari,108,765380.7
https://shopee.co.id/Ladang-Lima-Blackmond-Cookies-180g-Healthy-Cookies-With-Protein-i.129201096.1956636557,https://down-id.img.susercontent.com/file/id-11134207-7qul6-lis9gtda98f211_tn.webp,Ladang Lima - Blackmond Cookies 180g | Healthy Cookies With Protein,362060,14.0,4.9,SURABAYA,"Blackmond Cookies Ladang Lima adalah makanan ringan berupa biskuit sehat, mudah, dan bebas gluten. Perpaduan dark chocolate dan potongan almond panggang berkualitas menghasilkan cookies coklat yang nikmat. Terbuat dari tepung singkong Ladang Lima bebas gluten, gula kelapa, serta bahan-bahan berkualitas lainnya. Cocok dikonsumsi sebagai camilan sehat setiap hari dan aman untuk anak-anak, ibu hamil dan menyusui, serta Anda yang menyukai pola hidup sehat. Pilihan lebih sehat karena bebas gluten dan telur, tanpa pengawet dan pemanis buatan, tinggi serat, cokelat hitamnya kaya antioksidan, rendah indeks glikemik (aman untuk diabetes dan autoimun), serta merupakan sumber protein, omega 3, dan mineral yang baik. Bahan-bahannya adalah tepung singkong/mocaf Ladang Lima, bubuk cokelat, kacang almond, gula kelapa, margarin, biji rami, dan baking soda.",ladang blackmond cookies 180g healthy cookies with protein blackmond cookies ladang makan ringan biskuit sehat mudah bebas gluten padu dark chocolate potong almond panggang kualitas hasil cookies coklat nikmat buat tepung singkong ladang bebas gluten gula kelapa bahanbahan kualitas cocok konsumsi camil sehat aman anakanak hamil susu suka pola hidup sehat pilih sehat bebas gluten telur awet man buat serat cokelat hitam kaya antioksidan rendah indeks glikemik aman diabetes autoimun sumber protein omega 3 mineral bahanbahannya tepung singkongmocaf ladang bubuk cokelat kacang almond gula kelapa margarin biji rami baking soda,2,Makanan & Minuman Sehari-hari,118,311371.6
https://shopee.co.id/5-pcs-Pumpberry-180g-Cookies-Ladang-Lima-Healthy-Cookies-with-Protein-i.129201096.13728352185,https://down-id.img.susercontent.com/file/id-11134207-7qul5-litmd722f59ma5_tn.webp,5 pcs - Pumpberry 180g Cookies Ladang Lima | Healthy Cookies with Protein,1868840,15.0,5.0,SURABAYA,"Pumpberry Cookies Ladang Lima adalah makanan ringan berupa biskuit sehat, mudah, dan bebas gluten. Perpaduan cranberry kering dengan aneka biji-bijian kaya nutrisi, kayu manis, dan tepung mocaf Ladang Lima menghasilkan cookies dengan rasa manis alami dan kaya manfaat. Cocok untuk Anda yang sedang diet atau menerapkan pola hidup sehat, dan juga bisa dikonsumsi oleh anak-anak. Sebagai camilan sehat, produk ini bebas gluten dan telur, tanpa pengawet dan pemanis buatan, tinggi serat, rendah indeks glikemik (aman untuk diabetes dan autoimun), serta merupakan sumber protein, omega 3, dan mineral yang baik. Kaya akan biji-bijian Superseeds seperti biji rami, biji labu, biji bunga matahari, serta cranberry kering. Bahan-bahannya adalah tepung singkong gluten free Ladang Lima, pumpkin seed, sun flower seed, cranberry, gula palem, minyak kelapa, bubuk kayu manis, flaxseed, garam, dan baking powder",5 pcs pumpberry 180g cookies ladang healthy cookies with protein pumpberry cookies ladang makan ringan biskuit sehat mudah bebas gluten padu cranberry kering aneka bijibijian kaya nutrisi kayu manis tepung mocaf ladang hasil cookies manis alami kaya manfaat cocok diet terap pola hidup sehat konsumsi anakanak camil sehat produk bebas gluten telur awet man buat serat rendah indeks glikemik aman diabetes autoimun sumber protein omega 3 mineral kaya bijibijian superseeds biji rami biji labu biji bunga matahari cranberry kering bahanbahannya tepung singkong gluten free ladang pumpkin seed sun flower seed cranberry gula palem minyak kelapa bubuk kayu manis flaxseed garam baking powder,2,Makanan & Minuman Sehari-hari,130,1588514.0
https://shopee.co.id/Kemfood-Beef-Bockwurst-Sosis-Sapi-Jumbo-204-gr-i.259753731.18616600398,https://down-id.img.susercontent.com/file/d811780f68ea63f27f26d660812702ac_tn.webp,Kemfood Beef Bockwurst - Sosis Sapi Jumbo 204 gr,2500,29.0,4.8,JAKARTA TIMUR,"Kemfood Beef Bockwurst - Sosis Sapi Jumbo 204 gr adalah daging olahan berupa sosis sapi jumbo yang terbuat dari daging sapi pilihan dan diolah secara higienis sesuai standar Internasional. Dalam satu kemasan terdapat 3 buah sosis dengan panjang 12 cm dan diameter 28 mm. Makanan beku ini mengandung gizi dan protein yang tinggi, cocok untuk digoreng, dibakar, dan dikukus. Masa simpan produk adalah 6 bulan. Setelah kemasan dibuka dan ada sisa produk, simpan di lemari pendingin. Kemfood merupakan pelopor industri olahan daging dan semua produknya telah bersertifikasi Halal MUI dan lulus uji BPOM. Nikmati lauk praktis dan lezat ini.",kemfood beef bockwurst sosis sapi jumbo 204 gr kemfood beef bockwurst sosis sapi jumbo 204 gr daging olah sosis sapi jumbo buat daging sapi pilih olah higienis sesuai standar internasional kemas 3 buah sosis 12 cm diameter 28 mm makan beku kandung gizi protein cocok goreng bakar kukus simpan produk 6 kemas buka sisa produk simpan lemari dingin kemfood pelopor industri olah daging produk sertifikasi halal mui lulus uji bpom nikmat lauk praktis lezat,0,Produk Olahan Daging,99,1775.0
https://shopee.co.id/Sido-Muncul-Jamu-Sawanan-10's-Untuk-Anak-dan-Dewasa-i.139447146.3338486267,https://down-id.img.susercontent.com/file/id-11134201-7r98p-lqiqj302m7ziaf_tn.webp,Sido Muncul Jamu Sawanan 10's - Untuk Anak dan Dewasa,182410,0.0,4.8,DEPOK,"Sido Muncul Jamu Sawanan merupakan obat herbal tradisional atau jamu yang dapat membantu mengobati sawanan. Sawanan ditandai dengan demam dan kejang-kejang yang disebabkan oleh aliran elektrik yang terlepas secara tidak normal di dalam otak. Komposisi: Merica Bolong, Kulit Pulasari, Biji Pala, Temulawak, Dringo, dll. Manfaat herbal ini adalah membantu mengobati sawanan. Termasuk dalam kategori obat tradisional.",sido muncul jamu sawan 10s anak dewasa sido muncul jamu sawan obat herbal tradisional jamu bantu obat sawan sawan tanda demam kejangkejang sebab alir elektrik lepas normal otak komposisi merica bolong kulit pulasari biji pala temulawak dringo dll manfaat herbal bantu obat sawan kategori obat tradisional,3,Produk Herbal dan Jamu,56,182410.0
https://shopee.co.id/Ensure-Gold-Cokelat-Nutrisi-Dewasa-Rendah-Laktosa-380-Gr-i.36998337.23752719067,https://down-id.img.susercontent.com/file/id-11134201-7rase-m0ywb25z9pun20_tn.webp,Ensure Gold Cokelat - Nutrisi Dewasa Rendah Laktosa - 380 Gr,21630,0.0,4.9,SEMARANG,"Ensure Gold Cokelat adalah minuman susu yang diformulasikan untuk memenuhi kebutuhan nutrisi orang dewasa. Susu dewasa ini mengandung HMB (Hidroksi Metil Butirat) + Triple Protein (Whey, Kasein dan Soya), sehingga membantu menjaga kekuatan dan daya tahan tubuh agar tetap seimbang. Detail Produk: Isi: 380 gr, Kemasan: Kaleng, Varian: Cokelat. Kelebihannya mengandung serat pangan FOS, rendah laktosa, 100% lemak nabati, memiliki 13 vitamin dan 9 mineral, tinggi kalsium & sumber vitamin D, serta mengandung omega-3 & omega-6. Termasuk dalam kategori susu nutrisi dan suplemen dewasa.",ensure gold cokelat nutrisi dewasa rendah laktosa 380 gr ensure gold cokelat minum susu formulasi penuh butuh nutrisi orang dewasa susu dewasa kandung hmb hidroksi metil butirat triple protein whey kasein soya bantu jaga kuat daya tahan tubuh imbang detail produk isi 380 gr kemas kaleng varian cokelat lebih kandung serat pangan fos rendah laktosa 100 lemak nabati milik 13 vitamin 9 mineral kalsium sumber vitamin d kandung omega3 omega6 kategori susu nutrisi suplemen dewasa,2,Makanan & Minuman Sehari-hari,84,21630.0
https://shopee.co.id/BOLOGNAISKU-Saus-Bolognese-250-gr-i.262869574.20464449942,https://down-id.img.susercontent.com/file/id-11134207-7r98o-luspsvyqb5mca9_tn.webp,BOLOGNAISKU Saus Bolognese 250 gr,790,44.0,4.9,BEKASI,"BOLOGNAISKU Saus Bolognese 250 gr adalah bumbu masakan berupa saus bolognese yang diperkaya dengan daging ayam berkualitas dan bumbu lengkap, menjadikan masakan makin istimewa. Saus pasta ini membuat kreasi hidangan jadi lebih mudah, praktis, dan nikmat, terutama sebagai paduan lengkap dengan Pastamia Spaghetti. Praktis karena tinggal dipanaskan dan dimakan. Setelah dibuka, masukkan ke dalam wadah kedap udara dan simpan di lemari es. Komposisi utamanya adalah air, sirup jagung tinggi fruktosa, pasta tomat, bumbu, penstabil pati asetat, gula, protein kedelai, penguat rasa, garam, minyak kelapa sawit, pengental gom xanthan, dan pengatur keasaman asam sitrat. Berat: 250 gr. Nikmati saus lezat ini untuk berbagai hidangan pasta Anda.",bolognaisku saus bolognese 250 gr bolognaisku saus bolognese 250 gr bumbu masakan saus bolognese kaya daging ayam kualitas bumbu lengkap jadi masakan istimewa saus pasta kreasi hidang mudah praktis nikmat padu lengkap pastamia spaghetti praktis tinggal panas makan buka masuk wadah kedap udara simpan lemari es komposisi utama air sirup jagung fruktosa pasta tomat bumbu penstabil pati asetat gula protein kedelai kuat garam minyak kelapa sawit kental gom xanthan atur asam asam sitrat berat 250 gr nikmat saus lezat hidang pasta,0,Produk Olahan Daging,105,442.4
https://shopee.co.id/5-pcs-Blackthins-100g-Cookies-Ladang-Lima-Healthy-Cookies-With-Protein-i.129201096.13928351251,https://down-id.img.susercontent.com/file/id-11134207-7qukz-liskphgzu3oh58_tn.webp,5 pcs - Blackthins 100g Cookies Ladang Lima | Healthy Cookies With Protein,160220,16.0,4.9,SURABAYA,"Blackthins Cookies Ladang Lima adalah makanan ringan berupa biskuit sehat, mudah, dan bebas gluten. Cara baru menikmati cookies nikmat yang sehat dengan tekstur tipis dan crunchy, sangat cocok sebagai camilan sehat di segala suasana! Terbuat dari tepung singkong Ladang Lima bebas gluten, gula palm, remahan kelapa, serta taburan almond panggang yang menciptakan kombinasi rasa manis dan crispy di setiap gigitannya. Pilihan lebih sehat karena cokelat hitamnya tinggi antioksidan, bebas gluten dan telur, tanpa pengawet dan pemanis buatan, tinggi serat, sumber protein, omega 3, dan mineral, serta rendah indeks glikemik (aman untuk diabetes dan autoimun). Bahan-bahannya adalah tepung singkong Ladang Lima, tepung beras, tepung maizena, cokelat hitam, serpihan kelapa, minyak kelapa, garam, biji rami, gula palem, kacang almond, dan vanila.",5 pcs blackthins 100g cookies ladang healthy cookies with protein blackthins cookies ladang makan ringan biskuit sehat mudah bebas gluten nikmat cookies nikmat sehat tekstur tipis crunchy cocok camil sehat suasana buat tepung singkong ladang bebas gluten gula palm remah kelapa tabur almond panggang cipta kombinasi manis crispy gigit pilih sehat cokelat hitam antioksidan bebas gluten telur awet man buat serat sumber protein omega 3 mineral rendah indeks glikemik aman diabetes autoimun bahanbahannya tepung singkong ladang tepung beras tepung maizena cokelat hitam serpih kelapa minyak kelapa garam biji rami gula palem kacang almond vanila,2,Makanan & Minuman Sehari-hari,119,134584.8
https://shopee.co.id/Curcuma-Plus-Susu-Bubuk-Ekstrak-Temulawak-Madu-350gr-FREE-Curcuma-Plus-Susu-Bubuk-Ekstrak-Temulawak-Madu-180gr-i.161143541.10698531564,https://down-id.img.susercontent.com/file/id-11134201-23020-b02t8duq2wnv72_tn.webp,Curcuma Plus Susu Bubuk Ekstrak Temulawak Madu 350gr FREE Curcuma Plus Susu Bubuk Ekstrak Temulawak Madu 180gr,831390,25.0,4.9,SURABAYA,"Susu Curcuma Plus adalah minuman susu bubuk pertumbuhan untuk anak usia 1-6 tahun. Sebagai nutrisi anak, susu ini mengandung nutrisi lengkap untuk mendukung tumbuh kembang anak, daya tahan tubuh, dan nafsu makan. Dilengkapi dengan Curcunutri (ekstrak temulawak organik), minyak ikan (DHA), multivitamin, dan mineral. Kandungan utamanya adalah susu full cream New Zealand, ekstrak temulawak organik (Curcumin), minyak ikan (omega 3, DHA), protein, karbohidrat, lemak, inulin & FOS, 11 vitamin, 6 mineral, dan kolin. Keunggulannya mengandung bahan alami organik (temulawak organik bersertifikat) serta kombinasi susu New Zealand lezat dan zat gizi penting. Saran penyajian: campurkan 4 sendok makan (35 gr) ke dalam 1 gelas (180 ml) air hangat, konsumsi minimal 2 gelas sehari. Tersedia dalam varian rasa Madu, Vanilla, Coklat, dan Strawberry. Produk ini termasuk kategori susu pertumbuhan dan suplemen anak.",curcuma plus susu bubuk ekstrak temulawak madu 350gr free curcuma plus susu bubuk ekstrak temulawak madu 180gr susu curcuma plus minum susu bubuk tumbuh anak usia 16 nutrisi anak susu kandung nutrisi lengkap dukung tumbuh kembang anak daya tahan tubuh nafsu makan lengkap curcunutri ekstrak temulawak organik minyak ikan dha multivitamin mineral kandung utama susu full cream new zealand ekstrak temulawak organik curcumin minyak ikan omega 3 dha protein karbohidrat lemak inulin fos 11 vitamin 6 mineral kolin unggul kandung bahan alami organik temulawak organik sertifikat kombinasi susu new zealand lezat zat gizi saran saji campur 4 sendok makan 35 gr 1 gelas 180 ml air hangat konsumsi minimal 2 gelas hari sedia varian madu vanilla coklat strawberry produk kategori susu tumbuh suplemen anak,2,Makanan & Minuman Sehari-hari,130,623542.5
https://shopee.co.id/Tong-Tji-Jasmine-Tea-dgn-Amplop-25s-Teh-Celup-per-Pack-i.511533989.9589887979,https://down-id.img.susercontent.com/file/sg-11134201-7r98o-lkp0wnq3ba8l74_tn.webp,"Tong Tji Jasmine Tea dgn Amplop 25s, Teh Celup per Pack",1160,20.0,5.0,SIDOARJO,Tong Tji Jasmine Tea (Teh Melati Celup) adalah minuman teh yang dibuat dari perpaduan pucuk daun teh pilihan dengan bunga melati asli. Rasanya yang khas dan aroma melatinya yang halus menjadikan teh melati Tong Tji sebagai produk unggulan yang dapat memenuhi kepuasan penikmat teh sejati. Produk ini berupa teh celup (tea bag) dengan amplop untuk tiap celupnya. Tong Tji Jasmine Tea (Teh Melati) adalah teh terbaik dengan aroma wangi melati dan rasa sepet yang pas untuk para pecinta teh premium. Tersedia dalam kemasan teh celup ataupun teh seduh (loose tea). Nikmati rasa sepet yang pas dan aroma bunga melati yang halus dari teh berkualitas ini.,tong tji jasmine tea dgn amplop 25s teh celup pack tong tji jasmine tea teh melati celup minum teh padu pucuk daun teh pilih bunga melati asli khas aroma melati halus jadi teh melati tong tji produk unggul penuh puas nikmat teh sejati produk teh celup tea bag amplop celup tong tji jasmine tea teh melati teh baik aroma wangi melati sepet pas cinta teh premium sedia kemas teh celup teh seduh loose tea nikmat sepet pas aroma bunga melati halus teh kualitas,1,Minuman Teh & Sirup,105,928.0
https://shopee.co.id/Pronas-Saus-Bolognese-Ayam-175-g-Bundling-2-Pcs-i.262869574.28070566768,https://down-id.img.susercontent.com/file/id-11134207-7rask-m3q7ry78lzamd5_tn.webp,Pronas Saus Bolognese Ayam 175 g Bundling 2 Pcs,2200,18.0,4.8,BEKASI,"Pronas Saus Bolognese Ayam 175 g bundling 2 pcs adalah bumbu masakan berupa saus bolognese rasa ayam, inovasi terbaru dari Pronas untuk menambah pilihan rasa pada kategori produk Saus Bolognese. Saus pasta ayam berkualitas ini menjadikan masakan makin istimewa, terutama sebagai paduan sempurna dengan Pastamia Pronas untuk hidangan berkualitas ala restoran di rumah. Nikmati saus lezat dan praktis ini untuk kreasi pasta Anda.",pronas saus bolognese ayam 175 g bundling 2 pcs pronas saus bolognese ayam 175 g bundling 2 pcs bumbu masakan saus bolognese ayam inovasi baru pronas tambah pilih kategori produk saus bolognese saus pasta ayam kualitas jadi masakan istimewa padu sempurna pastamia pronas hidang kualitas ala restoran rumah nikmat saus lezat praktis kreasi pasta,0,Produk Olahan Daging,63,1804.0
https://shopee.co.id/PRONAS-PROMO-Bumbu-Soto-Ayam-47-g-bundling-2-pcs-i.262869574.6734446865,https://down-id.img.susercontent.com/file/89a1f493ad23ec55b41f7b5d2894e1ae_tn.webp,PRONAS PROMO Bumbu Soto Ayam 47 g bundling 2 pcs,1920,20.0,4.9,BEKASI,"PRONAS PROMO Bumbu Soto Ayam 47 g bundling 2 pcs adalah bumbu masakan instan untuk membuat soto ayam. Terbuat dari bahan berkualitas dan higienis, serta diproduksi dengan mesin modern untuk menjamin mutu dan kualitas produk. Bumbu ini dijamin Halal dan hadir dalam kemasan sachet yang praktis dan mudah dibuka. Nikmati kemudahan memasak makanan soto ayam yang lezat dengan bumbu siap pakai ini.",pronas promo bumbu soto ayam 47 g bundling 2 pcs pronas promo bumbu soto ayam 47 g bundling 2 pcs bumbu masakan instan soto ayam buat bahan kualitas higienis produksi mesin modern jamin mutu kualitas produk bumbu jamin halal hadir kemas sachet praktis mudah buka nikmat mudah masak makan soto ayam lezat bumbu pakai,7,Bahan Masakan Instan,62,1536.0
https://shopee.co.id/Pronas-Gado-Gado-185-g-Bundling-2-Pcs-i.262869574.7334446787,https://down-id.img.susercontent.com/file/ff61dff98968220ebe4770afebd0efc0_tn.webp,Pronas Gado-Gado 185 g Bundling 2 Pcs,3480,20.0,5.0,BEKASI,"Pronas Gado-Gado 185 g bundling 2 pcs adalah bumbu masakan siap pakai untuk membuat gado-gado. Terbuat dari kacang berkualitas dan bumbu pilihan, saus kacang ini mudah dikreasikan untuk berbagai macam hidangan, menjadikannya menu sehat untuk anak dan keluarga dengan rasa lezat yang tak terlupakan. Diproses dengan mesin otomatis sehingga higienis dan terjamin, serta dikemas dengan double plastik yang aman. Komposisi utamanya adalah kacang tanah, cabai merah, gula kelapa, bawang merah, bawang putih, garam, dan propylene glycol. Nikmati kemudahan membuat makanan gado-gado dengan bumbu praktis ini.",pronas gadogado 185 g bundling 2 pcs pronas gadogado 185 g bundling 2 pcs bumbu masakan pakai gadogado buat kacang kualitas bumbu pilih saus kacang mudah kreasi hidang jadi menu sehat anak keluarga lezat lupa proses mesin otomatis higienis jamin kemas double plastik aman komposisi utama kacang tanah cabai merah gula kelapa bawang merah bawang putih garam propylene glycol nikmat mudah makan gadogado bumbu praktis,7,Bahan Masakan Instan,85,2784.0
https://shopee.co.id/Pronas-Saus-Bolognese-Ayam-315-gr-i.262869574.27970570807,https://down-id.img.susercontent.com/file/id-11134207-7rasd-m3q7ry78kkq62f_tn.webp,Pronas Saus Bolognese Ayam 315 gr,118260,45.0,4.9,BEKASI,"Pronas Saus Bolognese Ayam 315 gr adalah bumbu masakan berupa saus bolognese rasa ayam, inovasi terbaru dari Pronas untuk menambah pilihan rasa pada kategori produk Saus Bolognese. Saus pasta ayam berkualitas ini menjadikan masakan makin istimewa, terutama sebagai paduan sempurna dengan Pastamia Pronas untuk hidangan berkualitas ala restoran di rumah. Komposisi utamanya adalah air, tomat, protein kedelai, pasta tomat, gula, bumbu-bumbu, pati modifikasi, minyak nabati, dan garam. Nikmati saus lezat dan praktis ini untuk kreasi pasta Anda.",pronas saus bolognese ayam 315 gr pronas saus bolognese ayam 315 gr bumbu masakan saus bolognese ayam inovasi baru pronas tambah pilih kategori produk saus bolognese saus pasta ayam kualitas jadi masakan istimewa padu sempurna pastamia pronas hidang kualitas ala restoran rumah komposisi utama air tomat protein kedelai pasta tomat gula bumbubumbu pati modifikasi minyak nabati garam nikmat saus lezat praktis kreasi pasta,0,Produk Olahan Daging,77,65043.0
https://shopee.co.id/Sedaap-Korean-Spicy-Soup-2-x-77-Gr-i.65323877.12537715278,https://down-id.img.susercontent.com/file/sg-11134201-7qvem-lft5k3qvj7cw79_tn.webp,Sedaap Korean Spicy Soup 2 x 77 Gr,650,7.0,4.8,SURABAYA,Paket ini berisi 2x Sedaap Korean Spicy Soup 77 gr. Dapatkan makanan instan berupa mie kuah dengan rasa pedas ala Korea yang gurih. Mie instan ini diproses secara higienis dengan tekstur mie yang kenyal dan tidak cepat lunak. Nikmati kelezatan rasa pedas khas Korea.,sedaap korean spicy soup 2 x 77 gr paket isi 2x sedaap korean spicy soup 77 gr dapat makan instan mie kuah pedas ala korea gurih mie instan proses higienis tekstur mie kenyal cepat lunak nikmat lezat pedas khas korea,2,Makanan & Minuman Sehari-hari,44,604.5
